,資料日期,股票代號,名稱,本益比,殖利率,股價淨值比
386,20240613,3003,健和興,22.18,1.89,2.0
387,20240613,3004,豐達科,16.25,2.41,2.38
388,20240613,3005,神基,16.94,4.42,3.39
389,20240613,3008,大立光,15.33,2.84,1.89
390,20240613,3010,華立,14.83,3.9,1.68
391,20240613,3013,晟銘電,60.19,0.43,5.34
392,20240613,3014,聯陽,17.04,4.61,4.11
393,20240613,3015,全漢,19.52,4.88,0.87
394,20240613,3016,嘉晶,108.14,0.78,3.84
395,20240613,3017,奇鋐,46.57,0.98,12.7
396,20240613,3019,亞光,22.67,2.55,1.53
397,20240613,3021,鴻名,17.39,1.27,1.44
398,20240613,3022,威強電,9.88,4.24,1.38
399,20240613,3023,信邦,21.51,3.24,4.77
400,20240613,3024,憶聲,56.71,0.46,2.09
401,20240613,3025,星通,19.91,4.74,4.36
402,20240613,3026,禾伸堂,23.53,5.07,1.78
403,20240613,3027,盛達,35.93,0.95,2.0
404,20240613,3028,增你強,19.59,5.61,1.49
405,20240613,3029,零壹,18.16,4.78,3.43
406,20240613,3030,德律,36.06,1.82,5.58
407,20240613,3031,佰鴻,21.14,3.75,1.28
408,20240613,3032,偉訓,12.12,4.86,2.51
409,20240613,3033,威健,20.57,5.36,1.76
410,20240613,3034,聯詠,15.77,5.26,5.13
411,20240613,3035,智原,58.57,1.46,5.89
412,20240613,3036,文曄,26.84,1.59,1.53
413,20240613,3037,欣興,27.18,1.63,2.96
414,20240613,3038,全台,10.55,5.06,1.89
415,20240613,3040,遠見,35.9,2.63,1.61
416,20240613,3042,晶技,18.77,3.78,2.9
417,20240613,3044,健鼎,16.6,3.51,2.4
418,20240613,3045,台灣大,25.6,4.06,3.65
419,20240613,3046,建碁,19.63,3.13,3.78
420,20240613,3048,益登,114.84,2.72,1.88
421,20240613,3050,鈺德,30.43,2.38,1.3
422,20240613,3051,力特,19.82,2.99,2.21
423,20240613,3052,夆典,12.48,4.58,0.79
424,20240613,3056,富華新,47.57,2.36,1.75
425,20240613,3059,華晶科,31.38,1.72,1.26
426,20240613,3090,日電貿,17.75,5.0,2.45
427,20240613,3094,聯傑,68.8,1.93,2.64
428,20240613,3130,一零四,17.3,5.84,4.42
429,20240613,3138,耀登,37.65,2.03,3.21
430,20240613,3164,景岳,35.43,2.04,1.6
431,20240613,3167,大量,233.75,0.89,2.17
432,20240613,3168,眾福科,17.76,5.6,2.79
433,20240613,3189,景碩,647.86,1.1,1.31
434,20240613,3209,全科,14.04,5.89,1.81
435,20240613,3231,緯創,21.03,2.4,2.76
436,20240613,3257,虹冠電,17.2,4.94,3.27
437,20240613,3266,昇陽,11.03,2.91,1.48
438,20240613,3305,昇貿,33.57,2.66,2.04
439,20240613,3311,閎暉,21.93,3.02,1.0
440,20240613,3312,弘憶股,32.39,1.7,4.06
441,20240613,3338,泰碩,26.25,2.34,3.75
442,20240613,3346,麗清,15.72,3.52,1.45
443,20240613,3356,奇偶,14.72,4.11,3.15
444,20240613,3376,新日興,50.75,1.48,3.17
445,20240613,3380,明泰,42.16,2.96,1.9
446,20240613,3406,玉晶光,17.22,2.0,3.19
447,20240613,3413,京鼎,14.51,3.56,2.59
448,20240613,3416,融程電,23.22,3.31,4.19
449,20240613,3443,創意,64.18,0.9,20.05
450,20240613,3454,晶睿,34.34,2.67,3.46
451,20240613,3501,維熹,14.8,3.97,1.37
452,20240613,3515,華擎,25.0,3.05,3.54
453,20240613,3528,安馳,28.66,3.04,1.87
454,20240613,3532,台勝科,22.74,2.88,2.82
455,20240613,3533,嘉澤,27.52,1.63,5.82
456,20240613,3543,州巧,29.11,4.35,0.73
457,20240613,3545,敦泰,46.91,1.1,2.06
458,20240613,3557,嘉威,11.26,4.14,2.36
459,20240613,3563,牧德,81.48,1.67,5.09
460,20240613,3583,辛耘,39.27,1.14,6.96
461,20240613,3588,通嘉,90.53,0.7,3.04
462,20240613,3591,艾笛森,64.09,1.77,1.37
463,20240613,3592,瑞鼎,17.7,3.56,3.06
464,20240613,3596,智易,14.01,4.32,2.55
465,20240613,3617,碩天,14.13,2.94,3.47
466,20240613,3622,洋華,15.75,2.87,1.54
467,20240613,3652,精聯,52.66,1.04,1.41
468,20240613,3653,健策,58.79,0.95,13.54
469,20240613,3661,世芯-KY,53.05,0.87,6.34
470,20240613,3665,貿聯-KY,21.89,2.96,2.06
471,20240613,3669,圓展,16.88,2.55,1.43
472,20240613,3673,TPK-KY,66.73,1.36,0.38
473,20240613,3679,新至陞,12.07,5.28,1.86
474,20240613,3694,海華,21.4,1.98,2.47
475,20240613,3701,大眾控,33.82,1.36,2.75
476,20240613,3702,大聯大,17.25,4.07,1.79
477,20240613,3703,欣陸,18.38,4.21,1.09
478,20240613,3704,合勤控,17.38,3.77,1.46
479,20240613,3705,永信,15.58,4.27,2.04
480,20240613,3706,神達,23.55,2.86,0.92
481,20240613,3708,上緯投控,11.01,4.2,1.84
482,20240613,3711,日月光投控,22.44,3.17,2.43
483,20240613,3712,永崴投控,16.14,4.02,1.46
484,20240613,3715,定穎投控,14.41,2.43,2.52
485,20240613,4104,佳醫,19.13,4.79,1.67
486,20240613,4106,雃博,19.79,2.89,1.2
487,20240613,4119,旭富,38.96,1.39,2.09
488,20240613,4133,亞諾法,32.37,2.25,1.52
489,20240613,4137,麗豐-KY,18.63,6.33,2.46
490,20240613,4148,全宇生技-KY,24.95,2.01,1.42
491,20240613,4155,訊映,183.21,1.17,1.56
492,20240613,4164,承業醫,25.76,3.81,1.43
493,20240613,4306,炎洲,14.38,4.83,1.08
494,20240613,4438,廣越,17.76,4.56,1.48
495,20240613,4439,冠星-KY,13.54,3.6,1.27
496,20240613,4440,宜新實業,25.0,3.92,1.36
497,20240613,4532,瑞智,15.73,3.55,1.44
498,20240613,4536,拓凱,12.37,4.22,2.13
499,20240613,4545,銘鈺,28.65,2.04,1.96
500,20240613,4551,智伸科,24.95,2.18,1.65
501,20240613,4552,力達-KY,8.9,3.9,0.54
502,20240613,4557,永新-KY,12.53,5.13,2.24
503,20240613,4560,強信-KY,28.84,2.69,1.42
504,20240613,4566,時碩工業,22.46,1.74,1.89
505,20240613,4569,六方科-KY,19.77,4.46,1.23
506,20240613,4571,鈞興-KY,23.6,2.09,2.86
507,20240613,4572,駐龍,21.64,3.38,2.92
508,20240613,4581,光隆精密-KY,10.74,5.76,1.89
509,20240613,4583,台灣精銳,20.23,3.79,2.25
510,20240613,4588,玖鼎電力,32.24,2.54,5.66
511,20240613,4720,德淵,16.71,2.61,1.58
512,20240613,4722,國精化,19.31,2.31,1.51
513,20240613,4736,泰博,15.38,6.06,1.69
514,20240613,4737,華廣,628.18,2.89,2.22
515,20240613,4739,康普,1116.67,1.19,1.43
516,20240613,4746,台耀,211.09,2.06,1.56
517,20240613,4755,三福化,30.7,2.5,3.23
518,20240613,4763,材料-KY,10.65,1.47,5.76
519,20240613,4766,南寶,17.81,4.19,3.53
520,20240613,4770,上品,19.08,3.08,4.43
521,20240613,4771,望隼,29.91,1.22,5.26
522,20240613,4904,遠傳,27.02,3.82,3.3
523,20240613,4906,正文,24.71,3.94,1.17
524,20240613,4912,聯德控股-KY,24.0,1.39,2.1
525,20240613,4915,致伸,20.35,3.62,2.81
526,20240613,4916,事欣科,52.86,1.35,1.39
527,20240613,4919,新唐,24.22,2.41,3.3
528,20240613,4930,燦星網,8.76,6.91,0.84
529,20240613,4935,茂林-KY,14.59,2.37,0.98
530,20240613,4938,和碩,19.45,3.43,1.64
531,20240613,4942,嘉彰,10.13,4.95,0.77
532,20240613,4949,有成精密,8.53,8.79,1.16
533,20240613,4952,凌通,38.07,1.89,3.43
534,20240613,4958,臻鼎-KY,16.88,2.76,1.15
535,20240613,4961,天鈺,15.8,3.86,1.89
536,20240613,4967,十銓,20.95,1.19,4.51
537,20240613,4977,眾達-KY,39.47,2.93,1.58
538,20240613,4994,傳奇,34.89,3.07,6.62
539,20240613,4999,鑫禾,32.18,2.82,0.78
540,20240613,5007,三星,16.01,5.24,2.65
541,20240613,5203,訊連,30.33,2.73,1.74
542,20240613,5215,科嘉-KY,16.23,2.91,0.99
543,20240613,5222,全訊,26.09,2.48,5.78
544,20240613,5225,東科-KY,12.6,6.0,2.98
545,20240613,5234,達興材料,30.67,2.55,5.85
546,20240613,5243,乙盛-KY,20.57,2.45,1.4
547,20240613,5244,弘凱,18.14,2.65,1.8
548,20240613,5258,虹堡,15.94,1.28,3.53
549,20240613,5269,祥碩,52.06,0.98,7.4
550,20240613,5283,禾聯碩,16.9,7.41,2.04
551,20240613,5284,jpp-KY,25.71,4.27,2.5
552,20240613,5285,界霖,32.55,2.84,2.61
553,20240613,5288,豐祥-KY,12.89,3.82,2.74
554,20240613,5292,華懋,18.71,3.13,4.4
555,20240613,5306,桂盟,27.77,2.47,2.29
556,20240613,5388,中磊,12.9,4.46,2.32
557,20240613,5434,崇越,18.8,3.5,3.78
558,20240613,5469,瀚宇博,11.12,2.92,0.91
559,20240613,5471,松翰,39.1,2.29,2.41
560,20240613,5515,建國,13.07,4.05,1.21
561,20240613,5519,隆大,10.82,4.39,2.11
562,20240613,5522,遠雄,22.58,3.96,1.57
563,20240613,5525,順天,14.98,5.03,1.91
564,20240613,5533,皇鼎,12.06,5.05,0.73
565,20240613,5534,長虹,19.0,4.72,1.69
566,20240613,5538,東明-KY,28.61,3.04,0.98
567,20240613,5607,遠雄港,22.99,3.03,1.86
568,20240613,5706,鳳凰,21.28,3.92,3.68
569,20240613,5871,中租-KY,11.41,4.32,1.69
570,20240613,5876,上海商銀,14.98,3.95,1.15
571,20240613,5880,合庫金,21.46,3.88,1.53
572,20240613,5906,台南-KY,27.95,2.99,3.24
573,20240613,6005,群益證,12.2,5.4,1.29
574,20240613,6024,群益期,12.34,5.67,1.71
575,20240613,6108,競國,28.04,2.41,0.91
576,20240613,6112,邁達特,21.3,4.32,2.87
577,20240613,6115,鎰勝,17.29,5.34,1.99
578,20240613,6120,達運,30.59,0.64,1.12
579,20240613,6128,上福,11.6,6.55,1.19
580,20240613,6133,金橋,64.58,3.23,1.61
581,20240613,6136,富爾特,25.11,5.19,0.64
582,20240613,6139,亞翔,14.65,4.08,3.94
583,20240613,6155,鈞寶,30.16,3.0,1.6
584,20240613,6165,浪凡,47.82,0.98,2.32
585,20240613,6166,凌華,93.59,1.37,3.06
586,20240613,6168,宏齊,46.27,2.12,1.59
587,20240613,6176,瑞儀,15.52,4.62,2.73
588,20240613,6177,達麗,12.64,5.89,2.67
589,20240613,6183,關貿,23.0,3.74,4.06
590,20240613,6184,大豐電,15.78,5.42,1.94
591,20240613,6189,豐藝,16.98,3.82,3.27
592,20240613,6191,精成科,10.77,4.62,1.54
593,20240613,6192,巨路,13.98,3.97,1.93
594,20240613,6196,帆宣,15.05,3.66,2.82
595,20240613,6197,佳必琪,28.13,2.37,6.77
596,20240613,6201,亞弘電,13.77,6.14,2.28
597,20240613,6202,盛群,466.92,0.74,3.62
598,20240613,6205,詮欣,48.19,2.01,2.47
599,20240613,6206,飛捷,20.11,4.22,2.76
600,20240613,6213,聯茂,55.53,1.3,2.11
601,20240613,6214,精誠,18.96,4.06,2.12
602,20240613,6215,和椿,61.02,1.67,3.47
603,20240613,6216,居易,23.88,3.59,2.47
604,20240613,6224,聚鼎,35.5,2.84,1.78
605,20240613,6230,尼得科超眾,47.19,0.35,4.42
606,20240613,6235,華孚,20.29,1.99,4.09
607,20240613,6239,力成,16.44,3.69,2.49
608,20240613,6243,迅杰,38.0,1.91,3.35
609,20240613,6257,矽格,16.75,3.29,2.19
610,20240613,6269,台郡,14.18,5.73,1.16
611,20240613,6271,同欣電,28.52,1.54,1.34
612,20240613,6277,宏正,20.44,5.18,2.16
613,20240613,6278,台表科,11.88,4.24,1.72
614,20240613,6281,全國電,17.15,5.34,3.31
615,20240613,6285,啟碁,19.27,3.8,2.37
616,20240613,6288,聯嘉,112.59,0.66,2.02
617,20240613,6409,旭隼,43.24,2.12,16.4
618,20240613,6412,群電,16.45,4.29,4.56
619,20240613,6414,樺漢,18.96,3.44,2.02
620,20240613,6415,矽力*-KY,317.09,0.39,6.08
621,20240613,6416,瑞祺電通,33.38,2.1,3.0
622,20240613,6423,億而得-創,81.51,1.03,8.63
623,20240613,6438,迅得,14.35,4.63,2.16
624,20240613,6442,光聖,68.67,0.82,7.06
625,20240613,6443,元晶,37.05,1.48,1.81
626,20240613,6449,鈺邦,24.95,1.85,3.46
627,20240613,6451,訊芯-KY,76.53,1.16,3.39
628,20240613,6464,台數科,14.95,5.08,1.33
629,20240613,6472,保瑞,28.92,1.55,9.01
630,20240613,6477,安集,82.73,2.2,1.38
631,20240613,6491,晶碩,20.27,2.11,3.84
632,20240613,6504,南六,29.32,1.51,1.45
633,20240613,6505,台塑化,27.92,3.03,1.96
634,20240613,6515,穎崴,66.38,1.11,10.31
635,20240613,6525,捷敏-KY,15.14,5.3,2.15
636,20240613,6526,達發,104.38,0.64,8.11
637,20240613,6531,愛普*,32.55,1.99,5.37
638,20240613,6534,正瀚-創,17.37,4.95,3.23
639,20240613,6552,易華電,104.39,0.5,1.87
640,20240613,6579,研揚,26.22,3.66,2.71
641,20240613,6581,鋼聯,20.95,4.15,3.06
642,20240613,6585,鼎基,23.16,2.19,3.9
643,20240613,6591,動力-KY,18.01,4.46,1.28
644,20240613,6592,和潤企業,20.37,3.6,2.11
645,20240613,6605,帝寶,13.91,2.76,2.18
646,20240613,6606,建德工業,28.37,5.4,1.86
647,20240613,6625,必應,13.5,4.58,4.77
648,20240613,6641,基士德-KY,20.45,2.43,1.02
649,20240613,6655,科定,34.94,7.32,3.95
650,20240613,6658,聯策,54.06,2.47,1.56
651,20240613,6666,羅麗芬-KY,33.62,2.09,1.79
652,20240613,6669,緯穎,35.29,1.55,9.78
653,20240613,6670,復盛應用,15.01,4.21,3.2
654,20240613,6671,三能-KY,14.97,5.49,1.71
655,20240613,6672,騰輝電子-KY,13.24,4.06,1.86
656,20240613,6689,伊雲谷,38.43,1.85,2.48
657,20240613,6691,洋基工程,21.48,4.21,8.12
658,20240613,6715,嘉基,29.59,1.94,3.4
659,20240613,6719,力智,130.26,0.84,2.97
660,20240613,6742,澤米,270.0,1.71,3.34
661,20240613,6753,龍德造船,19.01,1.34,3.9
662,20240613,6754,匯僑設計,14.08,5.43,2.13
663,20240613,6756,威鋒電子,65.11,0.99,5.04
664,20240613,6768,志強-KY,21.94,4.05,1.29
665,20240613,6771,平和環保-創,14.12,5.95,3.06
666,20240613,6776,展碁國際,12.45,5.55,2.3
667,20240613,6781,AES-KY,29.68,1.84,3.92
668,20240613,6782,視陽,40.03,0.87,5.79
669,20240613,6789,采鈺,234.48,0.29,6.41
670,20240613,6790,永豐實,12.63,5.78,2.31
671,20240613,6792,詠業,21.23,4.43,2.4
672,20240613,6796,晉弘,55.85,2.19,3.63
673,20240613,6799,來頡,28.68,2.01,4.79
674,20240613,6805,富世達,70.94,0.68,12.24
675,20240613,6806,森崴能源,42.37,1.15,2.43
676,20240613,6807,峰源-KY,10.47,4.2,1.6
677,20240613,6830,汎銓,29.83,3.27,2.51
678,20240613,6835,圓裕,13.43,3.76,2.24
679,20240613,6861,睿生光電,27.75,1.48,2.28
680,20240613,6863,永道-KY,31.46,1.32,3.01
681,20240613,6869,雲豹能源-創,16.0,4.77,3.7
682,20240613,6873,泓德能源-創,21.59,2.55,3.2
683,20240613,6890,來億-KY,34.45,2.31,2.52
684,20240613,6906,現觀科,46.39,1.95,5.42
685,20240613,6914,阜爾運通,17.75,3.1,4.63
686,20240613,6916,華凌,34.18,3.61,1.66
687,20240613,6928,攸泰科技,22.7,1.47,4.17
688,20240613,6933,AMAX-KY,55.15,0.89,6.56
689,20240613,6937,天虹,43.63,1.01,4.34
690,20240613,6952,大武山,44.62,2.13,2.42
691,20240613,8016,矽創,16.75,4.29,3.3
692,20240613,8028,昇陽半導體,42.58,2.32,3.35
693,20240613,8039,台虹,20.52,2.55,1.54
694,20240613,8046,南電,37.52,2.84,2.79
695,20240613,8070,長華*,21.73,4.85,2.13
696,20240613,8072,陞泰,29.54,2.62,1.04
697,20240613,8081,致新,16.67,4.47,4.19
698,20240613,8103,瀚荃,15.74,2.58,1.36
699,20240613,8105,凌巨,24.91,0.72,0.77
700,20240613,8110,華東,94.05,1.01,0.96
701,20240613,8112,至上,18.6,4.8,2.81
702,20240613,8114,振樺電,27.84,2.9,3.18
703,20240613,8131,福懋科,26.44,2.33,1.49
704,20240613,8150,南茂,15.15,4.05,1.28
705,20240613,8163,達方,11.62,5.8,1.69
706,20240613,8210,勤誠,25.55,1.66,5.92
707,20240613,8213,志超,10.04,2.61,0.68
708,20240613,8215,明基材,26.08,3.68,1.9
709,20240613,8222,寶一,35.28,0.69,3.49
710,20240613,8249,菱光,18.53,3.81,0.73
711,20240613,8261,富鼎,27.26,3.03,1.81
712,20240613,8271,宇瞻,16.1,4.65,1.84
713,20240613,8341,日友,37.91,3.89,2.75
714,20240613,8367,建新國際,16.7,5.09,1.38
715,20240613,8411,福貞-KY,60.87,0.57,0.52
716,20240613,8422,可寧衛,22.41,5.25,3.2
717,20240613,8438,昶昕,28.11,2.24,1.61
718,20240613,8442,威宏-KY,11.16,4.47,2.53
719,20240613,8454,富邦媒,27.96,3.49,9.14
720,20240613,8462,柏文,51.73,1.77,5.17
721,20240613,8463,潤泰材,25.71,2.26,1.88
722,20240613,8464,億豐,18.86,3.22,4.86
723,20240613,8473,山林水,34.49,0.84,1.07
724,20240613,8476,台境,12.52,3.99,2.53
725,20240613,8478,東哥遊艇,16.36,3.23,4.92
726,20240613,8481,政伸,31.66,3.61,2.43
727,20240613,8482,商億-KY,18.62,3.63,1.95
728,20240613,8487,愛爾達-創,15.75,5.57,3.21
729,20240613,8499,鼎炫-KY,11.55,3.21,0.65
730,20240613,8926,台汽電,38.51,4.14,2.16
731,20240613,8996,高力,75.62,0.82,17.08
732,20240613,9802,鈺齊-KY,18.91,3.86,1.99
733,20240613,9902,台火,28.45,1.82,1.26
734,20240613,9904,寶成,7.58,2.99,0.79
735,20240613,9905,大華,15.81,4.52,0.95
736,20240613,9906,欣巴巴,16.83,6.49,4.93
737,20240613,9907,統一實,44.85,1.97,1.23
738,20240613,9908,大台北,14.13,3.71,1.18
739,20240613,9910,豐泰,28.55,2.7,6.18
740,20240613,9911,櫻花,15.46,4.54,3.34
741,20240613,9914,美利達,45.83,2.54,3.25
742,20240613,9917,中保科,21.55,4.11,4.24
743,20240613,9918,欣天然,18.96,3.65,2.38
744,20240613,9919,康那香,6.83,1.31,1.58
745,20240613,9921,巨大,27.51,2.31,2.45
746,20240613,9924,福興,9.07,5.68,1.49
747,20240613,9925,新保,17.29,4.72,1.43
748,20240613,9926,新海,21.05,3.7,2.35
749,20240613,9927,泰銘,11.6,6.52,2.26
750,20240613,9930,中聯資源,17.33,4.53,2.6
751,20240613,9931,欣高,23.01,2.67,1.63
752,20240613,9933,中鼎,19.94,4.2,2.31
753,20240613,9934,成霖,11.67,6.12,1.27
754,20240613,9935,慶豐富,20.08,1.95,1.92
755,20240613,9937,全國,26.05,3.15,3.59
756,20240613,9938,百和,25.67,1.49,1.68
757,20240613,9939,宏全,17.1,3.26,3.04
758,20240613,9940,信義,13.37,5.14,1.74
759,20240613,9941,裕融,17.58,3.89,2.67
760,20240613,9942,茂順,11.13,5.47,2.55
761,20240613,9943,好樂迪,15.22,5.79,3.09
762,20240613,9944,新麗,225.0,2.67,0.66
763,20240613,9945,潤泰新,9.01,3.33,1.24
764,20240613,9946,三發地產,112.76,1.63,2.11
765,20240613,9958,世紀鋼,52.31,0.83,7.34
